Voltage (V),Ampere (A),Timestamp,Device ID
12.0,0.99,2024-03-06 09:00:00,PC
12.0,0.1,2024-03-06 09:05:00,PC
12.0,0.21,2024-03-06 09:10:00,PC
12.0,1.2,2024-03-06 09:15:00,PC
12.0,0.55,2024-03-06 09:20:00,PC
12.0,0.79,2024-03-06 09:25:00,PC
12.0,1.49,2024-03-06 09:30:00,PC
12.0,1.3,2024-03-06 09:35:00,PC
12.0,1.69,2024-03-06 09:40:00,PC
12.0,1.42,2024-03-06 09:45:00,PC
12.0,0.49,2024-03-06 09:50:00,PC
12.0,0.08,2024-03-06 09:55:00,PC
12.0,1.16,2024-03-06 10:00:00,PC
12.0,0.21,2024-03-06 10:05:00,PC
12.0,0.14,2024-03-06 10:10:00,PC
12.0,0.36,2024-03-06 10:15:00,PC
12.0,1.1,2024-03-06 10:20:00,PC
12.0,1.17,2024-03-06 10:25:00,PC
12.0,0.32,2024-03-06 10:30:00,PC
12.0,0.36,2024-03-06 10:35:00,PC
12.0,1.17,2024-03-06 10:40:00,PC
12.0,1.03,2024-03-06 10:45:00,PC
12.0,1.4,2024-03-06 10:50:00,PC
12.0,1.88,2024-03-06 10:55:00,PC
12.0,1.16,2024-03-06 11:00:00,PC
12.0,1.47,2024-03-06 11:05:00,PC
12.0,1.03,2024-03-06 11:10:00,PC
12.0,1.57,2024-03-06 11:15:00,PC
12.0,1.98,2024-03-06 11:20:00,PC
12.0,1.29,2024-03-06 11:25:00,PC
12.0,1.19,2024-03-06 11:30:00,PC
12.0,0.64,2024-03-06 11:35:00,PC
12.0,0.02,2024-03-06 11:40:00,PC
12.0,1.32,2024-03-06 11:45:00,PC
12.0,0.34,2024-03-06 11:50:00,PC
12.0,1.2,2024-03-06 11:55:00,PC
12.0,0.33,2024-03-06 12:00:00,PC
12.0,1.66,2024-03-06 12:05:00,PC
12.0,1.67,2024-03-06 12:10:00,PC
12.0,1.94,2024-03-06 12:15:00,PC
12.0,0.07,2024-03-06 12:20:00,PC
12.0,0.42,2024-03-06 12:25:00,PC
12.0,1.68,2024-03-06 12:30:00,PC
12.0,0.45,2024-03-06 12:35:00,PC
12.0,1.23,2024-03-06 12:40:00,PC
12.0,1.66,2024-03-06 12:45:00,PC
12.0,1.11,2024-03-06 12:50:00,PC
12.0,1.82,2024-03-06 12:55:00,PC
12.0,0.4,2024-03-06 13:00:00,PC
12.0,0.69,2024-03-06 13:05:00,PC
12.0,1.83,2024-03-06 13:10:00,PC
12.0,1.32,2024-03-06 13:15:00,PC
12.0,1.71,2024-03-06 13:20:00,PC
12.0,1.38,2024-03-06 13:25:00,PC
12.0,0.25,2024-03-06 13:30:00,PC
12.0,0.66,2024-03-06 13:35:00,PC
12.0,1.03,2024-03-06 13:40:00,PC
12.0,1.42,2024-03-06 13:45:00,PC
12.0,0.13,2024-03-06 13:50:00,PC
12.0,1.19,2024-03-06 13:55:00,PC
12.0,1.99,2024-03-06 14:00:00,PC
12.0,1.55,2024-03-06 14:05:00,PC
12.0,1.12,2024-03-06 14:10:00,PC
12.0,0.64,2024-03-06 14:15:00,PC
12.0,1.43,2024-03-06 14:20:00,PC
12.0,1.61,2024-03-06 14:25:00,PC
12.0,1.52,2024-03-06 14:30:00,PC
12.0,0.93,2024-03-06 14:35:00,PC
12.0,0.13,2024-03-06 14:40:00,PC
12.0,1.74,2024-03-06 14:45:00,PC
12.0,1.06,2024-03-06 14:50:00,PC
12.0,1.39,2024-03-06 14:55:00,PC
12.0,0.29,2024-03-06 15:00:00,PC
12.0,1.29,2024-03-06 15:05:00,PC
12.0,0.19,2024-03-06 15:10:00,PC
12.0,1.37,2024-03-06 15:15:00,PC
12.0,0.7,2024-03-06 15:20:00,PC
12.0,0.89,2024-03-06 15:25:00,PC
12.0,1.13,2024-03-06 15:30:00,PC
12.0,0.25,2024-03-06 15:35:00,PC
12.0,0.21,2024-03-06 15:40:00,PC
12.0,0.61,2024-03-06 15:45:00,PC
12.0,0.34,2024-03-06 15:50:00,PC
12.0,1.38,2024-03-06 15:55:00,PC
12.0,1.59,2024-03-06 16:00:00,PC
12.0,1.55,2024-03-06 16:05:00,PC
12.0,1.47,2024-03-06 16:10:00,PC
12.0,0.61,2024-03-06 16:15:00,PC
12.0,0.36,2024-03-06 16:20:00,PC
12.0,0.98,2024-03-06 16:25:00,PC
12.0,0.44,2024-03-06 16:30:00,PC
12.0,1.5,2024-03-06 16:35:00,PC
12.0,0.93,2024-03-06 16:40:00,PC
12.0,0.26,2024-03-06 16:45:00,PC
12.0,1.35,2024-03-06 16:50:00,PC
12.0,0.64,2024-03-06 16:55:00,PC
12.0,0.57,2024-03-06 17:00:00,PC
12.0,1.7,2024-03-06 17:05:00,PC
12.0,0.78,2024-03-06 17:10:00,PC
12.0,0.59,2024-03-06 17:15:00,PC
12.0,1.38,2024-03-06 17:20:00,PC
12.0,0.92,2024-03-06 17:25:00,PC
12.0,1.86,2024-03-06 17:30:00,PC
12.0,1.85,2024-03-06 17:35:00,PC
12.0,0.82,2024-03-06 17:40:00,PC
12.0,1.19,2024-03-06 17:45:00,PC
12.0,0.09,2024-03-06 17:50:00,PC
12.0,0.93,2024-03-06 17:55:00,PC
12.0,1.52,2024-03-06 18:00:00,PC
12.0,0.09,2024-03-06 18:05:00,PC
12.0,0.12,2024-03-06 18:10:00,PC
12.0,0.65,2024-03-06 18:15:00,PC
12.0,0.47,2024-03-06 18:20:00,PC
12.0,0.61,2024-03-06 18:25:00,PC
12.0,1.33,2024-03-06 18:30:00,PC
12.0,1.7,2024-03-06 18:35:00,PC
12.0,0.26,2024-03-06 18:40:00,PC
12.0,1.81,2024-03-06 18:45:00,PC
12.0,1.99,2024-03-06 18:50:00,PC
12.0,0.07,2024-03-06 18:55:00,PC
12.0,1.7,2024-03-06 19:00:00,PC
12.0,1.41,2024-03-06 19:05:00,PC
12.0,0.7,2024-03-06 19:10:00,PC
12.0,0.74,2024-03-06 19:15:00,PC
12.0,0.8,2024-03-06 19:20:00,PC
12.0,0.76,2024-03-06 19:25:00,PC
12.0,0.52,2024-03-06 19:30:00,PC
12.0,0.3,2024-03-06 19:35:00,PC
12.0,0.8,2024-03-06 19:40:00,PC
12.0,1.95,2024-03-06 19:45:00,PC
12.0,1.47,2024-03-06 19:50:00,PC
12.0,0.47,2024-03-06 19:55:00,PC
12.0,1.56,2024-03-06 20:00:00,PC
12.0,0.4,2024-03-06 20:05:00,PC
12.0,1.46,2024-03-06 20:10:00,PC
12.0,1.38,2024-03-06 20:15:00,PC
12.0,0.59,2024-03-06 20:20:00,PC
12.0,0.57,2024-03-06 20:25:00,PC
12.0,0.29,2024-03-06 20:30:00,PC
12.0,0.79,2024-03-06 20:35:00,PC
12.0,1.6,2024-03-06 20:40:00,PC
12.0,0.66,2024-03-06 20:45:00,PC
12.0,1.63,2024-03-06 20:50:00,PC
12.0,1.0,2024-03-06 20:55:00,PC
12.0,1.28,2024-03-06 21:00:00,PC
12.0,1.69,2024-03-06 21:05:00,PC
12.0,0.48,2024-03-06 21:10:00,PC
12.0,1.66,2024-03-06 21:15:00,PC
12.0,1.85,2024-03-06 21:20:00,PC
12.0,1.83,2024-03-06 21:25:00,PC
12.0,1.69,2024-03-06 21:30:00,PC
12.0,1.34,2024-03-06 21:35:00,PC
12.0,1.29,2024-03-06 21:40:00,PC
12.0,1.38,2024-03-06 21:45:00,PC
12.0,0.46,2024-03-06 21:50:00,PC
12.0,1.5,2024-03-06 21:55:00,PC
12.0,0.2,2024-03-06 22:00:00,PC
12.0,1.91,2024-03-06 22:05:00,PC
12.0,1.61,2024-03-06 22:10:00,PC
12.0,0.17,2024-03-06 22:15:00,PC
12.0,1.72,2024-03-06 22:20:00,PC
12.0,1.77,2024-03-06 22:25:00,PC
12.0,0.34,2024-03-06 22:30:00,PC
12.0,0.39,2024-03-06 22:35:00,PC
12.0,1.96,2024-03-06 22:40:00,PC
12.0,0.44,2024-03-06 22:45:00,PC
12.0,1.83,2024-03-06 22:50:00,PC
12.0,0.39,2024-03-06 22:55:00,PC
12.0,1.53,2024-03-06 23:00:00,PC
12.0,1.59,2024-03-06 23:05:00,PC
12.0,1.22,2024-03-06 23:10:00,PC
12.0,0.85,2024-03-06 23:15:00,PC
12.0,0.49,2024-03-06 23:20:00,PC
12.0,1.92,2024-03-06 23:25:00,PC
12.0,0.7,2024-03-06 23:30:00,PC
12.0,1.06,2024-03-06 23:35:00,PC
12.0,1.21,2024-03-06 23:40:00,PC
12.0,0.08,2024-03-06 23:45:00,PC
12.0,1.78,2024-03-06 23:50:00,PC
12.0,0.69,2024-03-06 23:55:00,PC
5.0,0.25,2024-03-06 00:00:00,Refrigerator
5.0,0.53,2024-03-06 00:05:00,Refrigerator
5.0,0.45,2024-03-06 00:10:00,Refrigerator
5.0,0.94,2024-03-06 00:15:00,Refrigerator
5.0,0.95,2024-03-06 00:20:00,Refrigerator
5.0,0.79,2024-03-06 00:25:00,Refrigerator
5.0,0.98,2024-03-06 00:30:00,Refrigerator
5.0,0.59,2024-03-06 00:35:00,Refrigerator
5.0,0.89,2024-03-06 00:40:00,Refrigerator
5.0,0.02,2024-03-06 00:45:00,Refrigerator
5.0,0.63,2024-03-06 00:50:00,Refrigerator
5.0,0.32,2024-03-06 00:55:00,Refrigerator
5.0,1.0,2024-03-06 01:00:00,Refrigerator
5.0,0.96,2024-03-06 01:05:00,Refrigerator
5.0,0.09,2024-03-06 01:10:00,Refrigerator
5.0,0.2,2024-03-06 01:15:00,Refrigerator
5.0,0.2,2024-03-06 01:20:00,Refrigerator
5.0,0.83,2024-03-06 01:25:00,Refrigerator
5.0,0.1,2024-03-06 01:30:00,Refrigerator
5.0,0.13,2024-03-06 01:35:00,Refrigerator
5.0,0.86,2024-03-06 01:40:00,Refrigerator
5.0,0.44,2024-03-06 01:45:00,Refrigerator
5.0,0.67,2024-03-06 01:50:00,Refrigerator
5.0,0.3,2024-03-06 01:55:00,Refrigerator
5.0,0.54,2024-03-06 02:00:00,Refrigerator
5.0,0.42,2024-03-06 02:05:00,Refrigerator
5.0,0.32,2024-03-06 02:10:00,Refrigerator
5.0,0.39,2024-03-06 02:15:00,Refrigerator
5.0,0.69,2024-03-06 02:20:00,Refrigerator
5.0,0.04,2024-03-06 02:25:00,Refrigerator
5.0,0.41,2024-03-06 02:30:00,Refrigerator
5.0,0.9,2024-03-06 02:35:00,Refrigerator
5.0,0.4,2024-03-06 02:40:00,Refrigerator
5.0,0.5,2024-03-06 02:45:00,Refrigerator
5.0,0.71,2024-03-06 02:50:00,Refrigerator
5.0,0.51,2024-03-06 02:55:00,Refrigerator
5.0,0.38,2024-03-06 03:00:00,Refrigerator
5.0,0.15,2024-03-06 03:05:00,Refrigerator
5.0,0.46,2024-03-06 03:10:00,Refrigerator
5.0,0.62,2024-03-06 03:15:00,Refrigerator
5.0,0.49,2024-03-06 03:20:00,Refrigerator
5.0,0.12,2024-03-06 03:25:00,Refrigerator
5.0,0.18,2024-03-06 03:30:00,Refrigerator
5.0,0.52,2024-03-06 03:35:00,Refrigerator
5.0,0.53,2024-03-06 03:40:00,Refrigerator
5.0,0.27,2024-03-06 03:45:00,Refrigerator
5.0,0.68,2024-03-06 03:50:00,Refrigerator
5.0,0.84,2024-03-06 03:55:00,Refrigerator
5.0,0.9,2024-03-06 04:00:00,Refrigerator
5.0,0.27,2024-03-06 04:05:00,Refrigerator
5.0,0.57,2024-03-06 04:10:00,Refrigerator
5.0,0.75,2024-03-06 04:15:00,Refrigerator
5.0,0.79,2024-03-06 04:20:00,Refrigerator
5.0,0.95,2024-03-06 04:25:00,Refrigerator
5.0,0.26,2024-03-06 04:30:00,Refrigerator
5.0,1.0,2024-03-06 04:35:00,Refrigerator
5.0,0.0,2024-03-06 04:40:00,Refrigerator
5.0,0.21,2024-03-06 04:45:00,Refrigerator
5.0,0.34,2024-03-06 04:50:00,Refrigerator
5.0,0.0,2024-03-06 04:55:00,Refrigerator
5.0,0.74,2024-03-06 05:00:00,Refrigerator
5.0,0.64,2024-03-06 05:05:00,Refrigerator
5.0,0.76,2024-03-06 05:10:00,Refrigerator
5.0,0.16,2024-03-06 05:15:00,Refrigerator
5.0,0.23,2024-03-06 05:20:00,Refrigerator
5.0,0.59,2024-03-06 05:25:00,Refrigerator
5.0,0.84,2024-03-06 05:30:00,Refrigerator
5.0,0.43,2024-03-06 05:35:00,Refrigerator
5.0,0.96,2024-03-06 05:40:00,Refrigerator
5.0,0.85,2024-03-06 05:45:00,Refrigerator
5.0,0.78,2024-03-06 05:50:00,Refrigerator
5.0,0.39,2024-03-06 05:55:00,Refrigerator
5.0,0.25,2024-03-06 06:00:00,Refrigerator
5.0,0.57,2024-03-06 06:05:00,Refrigerator
5.0,0.98,2024-03-06 06:10:00,Refrigerator
5.0,0.12,2024-03-06 06:15:00,Refrigerator
5.0,0.39,2024-03-06 06:20:00,Refrigerator
5.0,0.57,2024-03-06 06:25:00,Refrigerator
5.0,0.95,2024-03-06 06:30:00,Refrigerator
5.0,0.21,2024-03-06 06:35:00,Refrigerator
5.0,0.24,2024-03-06 06:40:00,Refrigerator
5.0,0.08,2024-03-06 06:45:00,Refrigerator
5.0,0.7,2024-03-06 06:50:00,Refrigerator
5.0,0.97,2024-03-06 06:55:00,Refrigerator
5.0,0.05,2024-03-06 07:00:00,Refrigerator
5.0,0.87,2024-03-06 07:05:00,Refrigerator
5.0,0.76,2024-03-06 07:10:00,Refrigerator
5.0,0.02,2024-03-06 07:15:00,Refrigerator
5.0,0.77,2024-03-06 07:20:00,Refrigerator
5.0,0.72,2024-03-06 07:25:00,Refrigerator
5.0,0.23,2024-03-06 07:30:00,Refrigerator
5.0,0.78,2024-03-06 07:35:00,Refrigerator
5.0,0.36,2024-03-06 07:40:00,Refrigerator
5.0,0.95,2024-03-06 07:45:00,Refrigerator
5.0,0.53,2024-03-06 07:50:00,Refrigerator
5.0,0.46,2024-03-06 07:55:00,Refrigerator
5.0,0.81,2024-03-06 08:00:00,Refrigerator
5.0,0.77,2024-03-06 08:05:00,Refrigerator
5.0,0.43,2024-03-06 08:10:00,Refrigerator
5.0,0.21,2024-03-06 08:15:00,Refrigerator
5.0,0.69,2024-03-06 08:20:00,Refrigerator
5.0,0.61,2024-03-06 08:25:00,Refrigerator
5.0,0.05,2024-03-06 08:30:00,Refrigerator
5.0,0.04,2024-03-06 08:35:00,Refrigerator
5.0,0.56,2024-03-06 08:40:00,Refrigerator
5.0,0.19,2024-03-06 08:45:00,Refrigerator
5.0,0.45,2024-03-06 08:50:00,Refrigerator
5.0,0.1,2024-03-06 08:55:00,Refrigerator
5.0,0.4,2024-03-06 09:00:00,Refrigerator
5.0,0.1,2024-03-06 09:05:00,Refrigerator
5.0,0.65,2024-03-06 09:10:00,Refrigerator
5.0,0.92,2024-03-06 09:15:00,Refrigerator
5.0,0.03,2024-03-06 09:20:00,Refrigerator
5.0,0.09,2024-03-06 09:25:00,Refrigerator
5.0,0.2,2024-03-06 09:30:00,Refrigerator
5.0,0.96,2024-03-06 09:35:00,Refrigerator
5.0,0.29,2024-03-06 09:40:00,Refrigerator
5.0,0.73,2024-03-06 09:45:00,Refrigerator
5.0,0.43,2024-03-06 09:50:00,Refrigerator
5.0,0.41,2024-03-06 09:55:00,Refrigerator
5.0,0.12,2024-03-06 10:00:00,Refrigerator
5.0,0.65,2024-03-06 10:05:00,Refrigerator
5.0,0.39,2024-03-06 10:10:00,Refrigerator
5.0,0.13,2024-03-06 10:15:00,Refrigerator
5.0,0.17,2024-03-06 10:20:00,Refrigerator
5.0,0.84,2024-03-06 10:25:00,Refrigerator
5.0,0.03,2024-03-06 10:30:00,Refrigerator
5.0,0.71,2024-03-06 10:35:00,Refrigerator
5.0,0.65,2024-03-06 10:40:00,Refrigerator
5.0,0.71,2024-03-06 10:45:00,Refrigerator
5.0,0.08,2024-03-06 10:50:00,Refrigerator
5.0,0.81,2024-03-06 10:55:00,Refrigerator
5.0,0.81,2024-03-06 11:00:00,Refrigerator
5.0,0.27,2024-03-06 11:05:00,Refrigerator
5.0,0.82,2024-03-06 11:10:00,Refrigerator
5.0,0.42,2024-03-06 11:15:00,Refrigerator
5.0,0.67,2024-03-06 11:20:00,Refrigerator
5.0,0.1,2024-03-06 11:25:00,Refrigerator
5.0,0.37,2024-03-06 11:30:00,Refrigerator
5.0,0.9,2024-03-06 11:35:00,Refrigerator
5.0,0.18,2024-03-06 11:40:00,Refrigerator
5.0,0.03,2024-03-06 11:45:00,Refrigerator
5.0,0.1,2024-03-06 11:50:00,Refrigerator
5.0,0.48,2024-03-06 11:55:00,Refrigerator
5.0,0.18,2024-03-06 12:00:00,Refrigerator
5.0,0.43,2024-03-06 12:05:00,Refrigerator
5.0,0.82,2024-03-06 12:10:00,Refrigerator
5.0,0.89,2024-03-06 12:15:00,Refrigerator
5.0,0.48,2024-03-06 12:20:00,Refrigerator
5.0,0.48,2024-03-06 12:25:00,Refrigerator
5.0,0.39,2024-03-06 12:30:00,Refrigerator
5.0,0.95,2024-03-06 12:35:00,Refrigerator
5.0,0.07,2024-03-06 12:40:00,Refrigerator
5.0,1.0,2024-03-06 12:45:00,Refrigerator
5.0,0.69,2024-03-06 12:50:00,Refrigerator
5.0,0.71,2024-03-06 12:55:00,Refrigerator
5.0,0.88,2024-03-06 13:00:00,Refrigerator
5.0,0.13,2024-03-06 13:05:00,Refrigerator
5.0,0.43,2024-03-06 13:10:00,Refrigerator
5.0,0.73,2024-03-06 13:15:00,Refrigerator
5.0,0.78,2024-03-06 13:20:00,Refrigerator
5.0,0.29,2024-03-06 13:25:00,Refrigerator
5.0,0.33,2024-03-06 13:30:00,Refrigerator
5.0,0.85,2024-03-06 13:35:00,Refrigerator
5.0,0.99,2024-03-06 13:40:00,Refrigerator
5.0,0.81,2024-03-06 13:45:00,Refrigerator
5.0,0.01,2024-03-06 13:50:00,Refrigerator
5.0,0.16,2024-03-06 13:55:00,Refrigerator
5.0,0.26,2024-03-06 14:00:00,Refrigerator
5.0,0.7,2024-03-06 14:05:00,Refrigerator
5.0,0.28,2024-03-06 14:10:00,Refrigerator
5.0,0.45,2024-03-06 14:15:00,Refrigerator
5.0,0.26,2024-03-06 14:20:00,Refrigerator
5.0,0.3,2024-03-06 14:25:00,Refrigerator
5.0,0.65,2024-03-06 14:30:00,Refrigerator
5.0,0.32,2024-03-06 14:35:00,Refrigerator
5.0,0.83,2024-03-06 14:40:00,Refrigerator
5.0,0.06,2024-03-06 14:45:00,Refrigerator
5.0,0.53,2024-03-06 14:50:00,Refrigerator
5.0,0.76,2024-03-06 14:55:00,Refrigerator
5.0,0.41,2024-03-06 15:00:00,Refrigerator
5.0,0.7,2024-03-06 15:05:00,Refrigerator
5.0,0.42,2024-03-06 15:10:00,Refrigerator
5.0,0.78,2024-03-06 15:15:00,Refrigerator
5.0,0.93,2024-03-06 15:20:00,Refrigerator
5.0,0.77,2024-03-06 15:25:00,Refrigerator
5.0,0.71,2024-03-06 15:30:00,Refrigerator
5.0,0.43,2024-03-06 15:35:00,Refrigerator
5.0,0.85,2024-03-06 15:40:00,Refrigerator
5.0,0.99,2024-03-06 15:45:00,Refrigerator
5.0,0.03,2024-03-06 15:50:00,Refrigerator
5.0,0.05,2024-03-06 15:55:00,Refrigerator
5.0,0.17,2024-03-06 16:00:00,Refrigerator
5.0,0.94,2024-03-06 16:05:00,Refrigerator
5.0,0.03,2024-03-06 16:10:00,Refrigerator
5.0,0.82,2024-03-06 16:15:00,Refrigerator
5.0,0.17,2024-03-06 16:20:00,Refrigerator
5.0,0.55,2024-03-06 16:25:00,Refrigerator
5.0,0.49,2024-03-06 16:30:00,Refrigerator
5.0,0.56,2024-03-06 16:35:00,Refrigerator
5.0,0.56,2024-03-06 16:40:00,Refrigerator
5.0,0.73,2024-03-06 16:45:00,Refrigerator
5.0,0.94,2024-03-06 16:50:00,Refrigerator
5.0,0.04,2024-03-06 16:55:00,Refrigerator
5.0,0.65,2024-03-06 17:00:00,Refrigerator
5.0,0.62,2024-03-06 17:05:00,Refrigerator
5.0,0.92,2024-03-06 17:10:00,Refrigerator
5.0,0.59,2024-03-06 17:15:00,Refrigerator
5.0,0.81,2024-03-06 17:20:00,Refrigerator
5.0,0.94,2024-03-06 17:25:00,Refrigerator
5.0,0.88,2024-03-06 17:30:00,Refrigerator
5.0,0.76,2024-03-06 17:35:00,Refrigerator
5.0,0.48,2024-03-06 17:40:00,Refrigerator
5.0,0.15,2024-03-06 17:45:00,Refrigerator
5.0,0.76,2024-03-06 17:50:00,Refrigerator
5.0,0.83,2024-03-06 17:55:00,Refrigerator
5.0,0.57,2024-03-06 18:00:00,Refrigerator
5.0,0.04,2024-03-06 18:05:00,Refrigerator
5.0,0.29,2024-03-06 18:10:00,Refrigerator
5.0,0.32,2024-03-06 18:15:00,Refrigerator
5.0,0.7,2024-03-06 18:20:00,Refrigerator
5.0,0.17,2024-03-06 18:25:00,Refrigerator
5.0,0.21,2024-03-06 18:30:00,Refrigerator
5.0,0.47,2024-03-06 18:35:00,Refrigerator
5.0,0.05,2024-03-06 18:40:00,Refrigerator
5.0,0.01,2024-03-06 18:45:00,Refrigerator
5.0,0.36,2024-03-06 18:50:00,Refrigerator
5.0,0.93,2024-03-06 18:55:00,Refrigerator
5.0,0.44,2024-03-06 19:00:00,Refrigerator
5.0,0.88,2024-03-06 19:05:00,Refrigerator
5.0,0.94,2024-03-06 19:10:00,Refrigerator
5.0,0.01,2024-03-06 19:15:00,Refrigerator
5.0,0.87,2024-03-06 19:20:00,Refrigerator
5.0,0.43,2024-03-06 19:25:00,Refrigerator
5.0,0.14,2024-03-06 19:30:00,Refrigerator
5.0,0.47,2024-03-06 19:35:00,Refrigerator
5.0,0.91,2024-03-06 19:40:00,Refrigerator
5.0,0.83,2024-03-06 19:45:00,Refrigerator
5.0,0.44,2024-03-06 19:50:00,Refrigerator
5.0,0.59,2024-03-06 19:55:00,Refrigerator
5.0,0.5,2024-03-06 20:00:00,Refrigerator
5.0,0.65,2024-03-06 20:05:00,Refrigerator
5.0,0.47,2024-03-06 20:10:00,Refrigerator
5.0,0.28,2024-03-06 20:15:00,Refrigerator
5.0,0.81,2024-03-06 20:20:00,Refrigerator
5.0,0.61,2024-03-06 20:25:00,Refrigerator
5.0,0.41,2024-03-06 20:30:00,Refrigerator
5.0,0.91,2024-03-06 20:35:00,Refrigerator
5.0,0.74,2024-03-06 20:40:00,Refrigerator
5.0,0.38,2024-03-06 20:45:00,Refrigerator
5.0,0.3,2024-03-06 20:50:00,Refrigerator
5.0,0.2,2024-03-06 20:55:00,Refrigerator
5.0,0.15,2024-03-06 21:00:00,Refrigerator
5.0,0.79,2024-03-06 21:05:00,Refrigerator
5.0,0.03,2024-03-06 21:10:00,Refrigerator
5.0,0.12,2024-03-06 21:15:00,Refrigerator
5.0,0.85,2024-03-06 21:20:00,Refrigerator
5.0,0.59,2024-03-06 21:25:00,Refrigerator
5.0,0.3,2024-03-06 21:30:00,Refrigerator
5.0,0.73,2024-03-06 21:35:00,Refrigerator
5.0,0.81,2024-03-06 21:40:00,Refrigerator
5.0,0.04,2024-03-06 21:45:00,Refrigerator
5.0,0.48,2024-03-06 21:50:00,Refrigerator
5.0,0.84,2024-03-06 21:55:00,Refrigerator
5.0,0.6,2024-03-06 22:00:00,Refrigerator
5.0,0.81,2024-03-06 22:05:00,Refrigerator
5.0,0.15,2024-03-06 22:10:00,Refrigerator
5.0,0.46,2024-03-06 22:15:00,Refrigerator
5.0,0.59,2024-03-06 22:20:00,Refrigerator
5.0,0.81,2024-03-06 22:25:00,Refrigerator
5.0,0.77,2024-03-06 22:30:00,Refrigerator
5.0,0.03,2024-03-06 22:35:00,Refrigerator
5.0,0.42,2024-03-06 22:40:00,Refrigerator
5.0,0.71,2024-03-06 22:45:00,Refrigerator
5.0,0.53,2024-03-06 22:50:00,Refrigerator
5.0,0.46,2024-03-06 22:55:00,Refrigerator
5.0,0.29,2024-03-06 23:00:00,Refrigerator
5.0,0.48,2024-03-06 23:05:00,Refrigerator
5.0,0.66,2024-03-06 23:10:00,Refrigerator
5.0,0.68,2024-03-06 23:15:00,Refrigerator
5.0,0.3,2024-03-06 23:20:00,Refrigerator
5.0,0.1,2024-03-06 23:25:00,Refrigerator
5.0,0.57,2024-03-06 23:30:00,Refrigerator
5.0,0.8,2024-03-06 23:35:00,Refrigerator
5.0,0.4,2024-03-06 23:40:00,Refrigerator
5.0,0.29,2024-03-06 23:45:00,Refrigerator
5.0,0.41,2024-03-06 23:50:00,Refrigerator
5.0,0.53,2024-03-06 23:55:00,Refrigerator
4.5,0.18,2024-03-07 00:00:00,TV
4.5,0.37,2024-03-07 00:05:00,TV
4.5,0.0,2024-03-07 00:10:00,TV
4.5,0.21,2024-03-07 00:15:00,TV
4.5,0.41,2024-03-07 00:20:00,TV
4.5,0.09,2024-03-07 00:25:00,TV
4.5,0.11,2024-03-07 00:30:00,TV
4.5,0.06,2024-03-07 00:35:00,TV
4.5,0.43,2024-03-07 00:40:00,TV
4.5,0.27,2024-03-07 00:45:00,TV
4.5,0.35,2024-03-07 00:50:00,TV
4.5,0.29,2024-03-07 00:55:00,TV
4.5,0.44,2024-03-07 01:00:00,TV
4.5,0.26,2024-03-07 01:05:00,TV
4.5,0.29,2024-03-07 01:10:00,TV
4.5,0.46,2024-03-07 01:15:00,TV
4.5,0.3,2024-03-07 01:20:00,TV
4.5,0.39,2024-03-07 01:25:00,TV
4.5,0.02,2024-03-07 01:30:00,TV
4.5,0.13,2024-03-07 01:35:00,TV
4.5,0.25,2024-03-07 01:40:00,TV
4.5,0.14,2024-03-07 01:45:00,TV
4.5,0.33,2024-03-07 01:50:00,TV
4.5,0.37,2024-03-07 01:55:00,TV
4.5,0.28,2024-03-07 02:00:00,TV
4.5,0.22,2024-03-07 02:05:00,TV
4.5,0.33,2024-03-07 02:10:00,TV
4.5,0.28,2024-03-07 02:15:00,TV
4.5,0.38,2024-03-07 02:20:00,TV
4.5,0.16,2024-03-07 02:25:00,TV
4.5,0.01,2024-03-07 02:30:00,TV
4.5,0.37,2024-03-07 02:35:00,TV
4.5,0.32,2024-03-07 02:40:00,TV
4.5,0.32,2024-03-07 02:45:00,TV
4.5,0.4,2024-03-07 02:50:00,TV
4.5,0.32,2024-03-07 02:55:00,TV
4.5,0.48,2024-03-07 03:00:00,TV
4.5,0.47,2024-03-07 03:05:00,TV
4.5,0.4,2024-03-07 03:10:00,TV
4.5,0.15,2024-03-07 03:15:00,TV
4.5,0.37,2024-03-07 03:20:00,TV
4.5,0.29,2024-03-07 03:25:00,TV
4.5,0.16,2024-03-07 03:30:00,TV
4.5,0.39,2024-03-07 03:35:00,TV
4.5,0.43,2024-03-07 03:40:00,TV
4.5,0.43,2024-03-07 03:45:00,TV
4.5,0.21,2024-03-07 03:50:00,TV
4.5,0.35,2024-03-07 03:55:00,TV
4.5,0.22,2024-03-07 04:00:00,TV
4.5,0.44,2024-03-07 04:05:00,TV
4.5,0.1,2024-03-07 04:10:00,TV
4.5,0.11,2024-03-07 04:15:00,TV
4.5,0.08,2024-03-07 04:20:00,TV
4.5,0.08,2024-03-07 04:25:00,TV
4.5,0.3,2024-03-07 04:30:00,TV
4.5,0.46,2024-03-07 04:35:00,TV
4.5,0.34,2024-03-07 04:40:00,TV
4.5,0.39,2024-03-07 04:45:00,TV
4.5,0.23,2024-03-07 04:50:00,TV
4.5,0.49,2024-03-07 04:55:00,TV
4.5,0.17,2024-03-07 05:00:00,TV
4.5,0.37,2024-03-07 05:05:00,TV
4.5,0.21,2024-03-07 05:10:00,TV
4.5,0.31,2024-03-07 05:15:00,TV
4.5,0.22,2024-03-07 05:20:00,TV
4.5,0.42,2024-03-07 05:25:00,TV
